ID_UBICACION;MARCA;STOCK_TOTAL;VALOR_STOCK_€;CLASES;DIAS_MAX;OCUPACION_%;DETALLE_CONTENIDO
CLABD/Stock/StorageBD/CLA-072-01-02-03;BLACK;78;0.00;C+A;599;80;[DFSH334009-GREY-36] 1u (599d) | [DFSH334009-GREY-37] 2u (599d) | [DFSH334009-GREY-38] 3u (599d) | [DFSH334009-GREY-39] 3u (599d) | [DFSH334009-GREY-40] 2u (599d) | [DFSH334009-GREY-41] 1u (599d) | [DFSH334009-GREY-36] 1u (599d) | [DFSH334009-GREY-37] 2u (599d) | [DFSH334009-GREY-38] 3u (599d) | [DFSH334009-GREY-39] 3u (599d) | [DFSH334009-GREY-40] 2u (599d) | [DFSH334009-GREY-41] 1u (599d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d)
CLABD/Stock/StorageBD/CLA-072-01-03-01;BLACK;84;0.00;A;521;70;[DFSH369003-BLAC-41] 12u (521d) | [DFSH369003-BLAC-41] 12u (521d) | [DFSH369003-BLAC-39] 12u (521d) | [DFSH369003-BLAC-38] 12u (521d) | [DFSH369003-BLAC-38] 12u (521d) | [DFSH369003-BLAC-38] 12u (521d) | [DFSH369003-BLAC-38] 12u (521d)
CLABD/Stock/StorageBD/CLA-072-01-03-02;BLACK;60;0.00;A;383;50;[DFSH370003-TAN-38] 12u (323d) | [DFSH370005-CAME-36] 12u (383d) | [DFSH370005-CAME-36] 12u (383d) | [DFSH370005-CAME-36] 12u (383d) | [DFSH370005-CAME-36] 12u (383d)
CLABD/Stock/StorageBD/CLA-072-01-03-03;BLACK;48;0.00;A;478;40;[DFSH371006-BEIG-41] 12u (478d) | [DFSH371006-BEIG-41] 12u (445d) | [DFSH370003-TAN-40] 12u (355d) | [DFSH370003-TAN-37] 12u (417d)
CLABD/Stock/StorageBD/CLA-072-02-01-01;BLACK;98;0.00;A+B+C+D;619;90;[DFSH321090-GOLD-38] 10u (144d) | [DFSH361009-GREE-40] 10u (270d) | [DFSH361009-GREE-38] 10u (270d) | [DFSH361009-GREE-37] 10u (270d) | [DFSH361009-GREE-37] 10u (270d) | [DFSH393001-SILV-36] 1u (619d) | [DFSH393001-SILV-37] 2u (619d) | [DFSH393001-SILV-38] 3u (619d) | [DFSH393001-SILV-39] 3u (619d) | [DFSH393001-SILV-40] 2u (619d) | [DFSH393001-SILV-41] 1u (619d) | [DFSH393001-SILV-36] 1u (619d) | [DFSH393001-SILV-37] 2u (619d) | [DFSH393001-SILV-38] 3u (619d) | [DFSH393001-SILV-39] 3u (619d) | [DFSH393001-SILV-40] 2u (619d) | [DFSH393001-SILV-41] 1u (619d) | [DFSH391012-BLAC-36] 1u (128d) | [DFSH391012-BLAC-37] 2u (128d) | [DFSH391012-BLAC-38] 3u (128d) | [DFSH391012-BLAC-39] 3u (128d) | [DFSH391012-BLAC-40] 2u (128d) | [DFSH391012-BLAC-41] 1u (128d) | [DFSH391011-KHAK-36] 1u (128d) | [DFSH391011-KHAK-37] 2u (128d) | [DFSH391011-KHAK-38] 3u (128d) | [DFSH391011-KHAK-39] 3u (128d) | [DFSH391011-KHAK-40] 2u (128d) | [DFSH391011-KHAK-41] 1u (128d)
CLABD/Stock/StorageBD/CLA-072-02-02-02;BLACK;105;0.00;C+A;590;110;[DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-PINK-36] 1u (590d) | [DFSH394001-PINK-37] 2u (590d) | [DFSH394001-PINK-38] 2u (590d) | [DFSH394001-PINK-39] 2u (590d) | [DFSH394001-PINK-40] 1u (590d) | [DFSH394001-PINK-41] 1u (590d) | [DFSH394001-BEIG-36] 1u (590d) | [DFSH394001-BEIG-37] 2u (590d) | [DFSH394001-BEIG-38] 2u (590d) | [DFSH394001-BEIG-39] 2u (590d) | [DFSH394001-BEIG-40] 1u (590d) | [DFSH394001-BEIG-41] 1u (590d) | [DFSH369003-BLAC-41] 12u (396d) | [DFSH369003-BLAC-38] 12u (396d)
CLABD/Stock/StorageBD/CLA-072-03-01-02;BLACK;175;0.00;B+C+A;619;170;[DFSH361009-GREE-40] 10u (270d) | [DFSH361009-GREE-40] 10u (270d) | [DFSH361009-GREE-40] 10u (270d) | [DFSH361009-GREE-39] 10u (270d) | [DFSH361009-GREE-39] 10u (270d) | [DFSH361009-GREE-39] 10u (270d) | [DFSH361009-GREE-39] 10u (270d) | [DFSH361009-GREE-38] 10u (270d) | [DFSH361009-GREE-38] 10u (270d) | [DFSH361009-GREE-38] 10u (270d) | [DFSH361009-GREE-38] 10u (270d) | [DFSH361009-GREE-37] 10u (270d) | [DFSH361009-GREE-37] 10u (270d) | [DFSH397001-WHIT-41] 1u (619d) | [DFSH397001-WHIT-42] 2u (619d) | [DFSH397001-WHIT-43] 3u (619d) | [DFSH397001-WHIT-44] 2u (619d) | [DFSH397001-WHIT-45] 1u (619d) | [DFSH392001-WHIT-36] 1u (619d) | [DFSH392001-WHIT-37] 2u (619d) | [DFSH392001-WHIT-38] 3u (619d) | [DFSH392001-WHIT-39] 3u (619d) | [DFSH392001-WHIT-40] 2u (619d) | [DFSH392001-WHIT-41] 1u (619d) | [DFSH392001-WHIT-36] 1u (619d) | [DFSH392001-WHIT-37] 2u (619d) | [DFSH392001-WHIT-38] 3u (619d) | [DFSH392001-WHIT-39] 3u (619d) | [DFSH392001-WHIT-40] 2u (619d) | [DFSH392001-WHIT-41] 1u (619d) | [DFSH392001-WHIT-36] 1u (619d) | [DFSH392001-WHIT-37] 2u (619d) | [DFSH392001-WHIT-38] 3u (619d) | [DFSH392001-WHIT-39] 3u (619d) | [DFSH392001-WHIT-40] 2u (619d) | [DFSH392001-WHIT-41] 1u (619d)
CLABD/Stock/StorageBD/CLA-072-03-02-02;BLACK;108;0.00;B+A;522;90;[DFSH321089-GOLD-41] 12u (522d) | [DFSH321089-GOLD-41] 12u (522d) | [DFSH321089-GOLD-40] 12u (522d) | [DFSH321089-GOLD-39] 12u (522d) | [DFSH321089-GOLD-39] 12u (522d) | [DFSH321089-GOLD-38] 12u (522d) | [DFSH321089-GOLD-37] 12u (522d) | [DFSH321089-GOLD-37] 12u (522d) | [DFSH321089-GOLD-36] 12u (522d)
CLABD/Stock/StorageBD/CLA-072-03-02-03;BLACK;104;0.00;A+D;450;90;[DFSH371004-CORA-37] 12u (450d) | [DFSH391012-BLAC-36] 1u (128d) | [DFSH391012-BLAC-37] 2u (128d) | [DFSH391012-BLAC-38] 3u (128d) | [DFSH391012-BLAC-39] 3u (128d) | [DFSH391012-BLAC-40] 2u (128d) | [DFSH391012-BLAC-41] 1u (128d) | [DFSH391012-BLAC-36] 1u (128d) | [DFSH391012-BLAC-37] 2u (128d) | [DFSH391012-BLAC-38] 3u (128d) | [DFSH391012-BLAC-39] 3u (128d) | [DFSH391012-BLAC-40] 2u (128d) | [DFSH391012-BLAC-41] 1u (128d) | [DFSH391012-BEIG-36] 1u (128d) | [DFSH391012-BEIG-37] 2u (128d) | [DFSH391012-BEIG-38] 3u (128d) | [DFSH391012-BEIG-39] 3u (128d) | [DFSH391012-BEIG-40] 2u (128d) | [DFSH391012-BEIG-41] 1u (128d) | [DFSH391012-BEIG-36] 1u (128d) | [DFSH391012-BEIG-37] 2u (128d) | [DFSH391012-BEIG-38] 3u (128d) | [DFSH391012-BEIG-39] 3u (128d) | [DFSH391012-BEIG-40] 2u (128d) | [DFSH391012-BEIG-41] 1u (128d) | [DFSH391012-BEIG-36] 1u (128d) | [DFSH391012-BEIG-37] 2u (128d) | [DFSH391012-BEIG-38] 3u (128d) | [DFSH391012-BEIG-39] 3u (128d) | [DFSH391012-BEIG-40] 2u (128d) | [DFSH391012-BEIG-41] 1u (128d) | [DFSH391012-BEIG-36] 1u (128d) | [DFSH391012-BEIG-37] 2u (128d) | [DFSH391012-BEIG-38] 3u (128d) | [DFSH391012-BEIG-39] 3u (128d) | [DFSH391012-BEIG-40] 2u (128d) | [DFSH391012-BEIG-41] 1u (128d) | [DFSH391010-BLAC-39] 10u (128d) | [DFSH391010-BLAC-38] 10u (128d)
CLABD/Stock/StorageBD/CLA-072-03-03-02;BLACK;66;0.00;A;521;60;[DFSH369003-BLAC-36] 12u (521d) | [DFSH369003-BLAC-38] 12u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-41] 12u (396d) | [DFSH369003-BLAC-41] 12u (396d)
CLABD/Stock/StorageBD/CLA-072-04-01-01;BLACK;44;0.00;A+B;521;60;[DFSH347003_-BLAC-36] 5u (157d) | [DFSH347003-SILV-40] 1u (157d) | [DFSH347002-KHAK-44] 1u (157d) | [DFSH370003-TAN-39] 4u (157d) | [DFSH371006-BEIG-41] 2u (164d) | [DFSH371006-BEIG-36] 1u (157d) | [DFSH347002-KHAK-43] 2u (157d) | [DFSH347003_-BLAC-36] 3u (157d) | [DFSH347002-KHAK-44] 1u (157d) | [DFSH347002-KHAK-42] 1u (157d) | [DFSH371006-BEIG-38] 1u (157d) | [DFSH371006-BEIG-39] 2u (157d) | [DFSH371006-BEIG-37] 3u (157d) | [DFSH371006-BEIG-36] 1u (157d) | [DFSH371006-BEIG-41] 1u (164d) | [DFSH371004-TAN-37] 2u (164d) | [DFSH371004-TAN-40] 3u (157d) | [DFSH371006-BEIG-36] 1u (157d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d)
CLABD/Stock/StorageBD/CLA-072-04-01-03;BLACK;36;0.00;B+A;521;50;[DFSH375004-BLAC-37] 2u (157d) | [DFSH375004-BLAC-36] 1u (157d) | [DFSH370004-BLAC-39] 1u (157d) | [DFSH371006-BEIG-41] 1u (164d) | [DFSH371006-BEIG-38] 1u (157d) | [DFSH381001-BLAC-37] 2u (157d) | [DFSH381001-BLAC-36] 1u (157d) | [DFSH381001-BLAC-38] 2u (157d) | [DFSH381001-BLAC-39] 1u (157d) | [DFSH375004-BLAC-37] 1u (157d) | [DFSH371004-TAN-40] 3u (157d) | [DFSH375001-TAN-36] 1u (157d) | [DFSH375004-BLAC-36] 2u (157d) | [DFSH381001-BLAC-36] 1u (157d) | [DFSH381001-BLAC-39] 2u (157d) | [DFSH381001-BLAC-41] 1u (157d) | [DFSH381001-BLAC-37] 2u (157d) | [DFSH381001-BLAC-38] 2u (157d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d)
CLABD/Stock/StorageBD/CLA-072-04-02-01;BLACK;96;0.00;A;445;80;[DFSH371006-BLAC-40] 12u (445d) | [DFSH371006-BLAC-39] 12u (445d) | [DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-39] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d)
CLABD/Stock/StorageBD/CLA-072-04-02-02;BLACK;96;0.00;A;445;80;[DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-39] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d)
CLABD/Stock/StorageBD/CLA-072-04-02-03;BLACK;84;0.00;A;445;70;[DFSH371006-BLAC-39] 12u (445d) | [DFSH371006-BLAC-39] 12u (445d) | [DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-38] 12u (445d) | [DFSH371006-BLAC-39] 12u (428d)
CLABD/Stock/StorageBD/CLA-072-04-03-01;BLACK;48;0.00;A;445;40;[DFSH371006-BLAC-37] 12u (445d) | [DFSH371006-BEIG-38] 12u (429d) | [DFSH371006-BLAC-39] 12u (428d) | [DFSH371006-BLAC-37] 12u (445d)
CLABD/Stock/StorageBD/CLA-072-04-03-03;BLACK;84;0.00;A;445;70;[DFSH371006-BLAC-40] 12u (445d) | [DFSH371006-BLAC-40] 12u (445d) | [DFSH371006-BLAC-40] 12u (445d) | [DFSH371006-BLAC-40] 12u (445d) | [DFSH371006-BLAC-40] 12u (445d) | [DFSH371006-BLAC-39] 12u (428d) | [DFSH371006-BLAC-40] 12u (428d)
CLABD/Stock/StorageBD/CLA-072-05-01-03;BLACK;102;0.00;A;521;110;[DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH369003-BLAC-36] 1u (521d) | [DFSH369003-BLAC-37] 2u (521d) | [DFSH369003-BLAC-38] 2u (521d) | [DFSH369003-BLAC-39] 2u (521d) | [DFSH369003-BLAC-40] 1u (521d) | [DFSH369003-BLAC-41] 1u (521d) | [DFSH370003-TAN-36] 12u (354d)
CLABD/Stock/StorageBD/CLA-072-05-02-03;BLACK;37;0.00;B+A;632;40;[DFSH375003-TAN-39] 1u (164d) | [DFSH375003-TAN-36] 1u (164d) | [DFSH370012-TAUP-41] 1u (164d) | [DFSH375003-TAN-37] 1u (164d) | [DFSH370012-TAUP-36] 2u (164d) | [DFSH370012-TAUP-37] 1u (164d) | [DFSH370012-TAUP-39] 1u (164d) | [DFSH371006-BEIG-41] 8u (164d) | [DFSH375003-TAN-37] 1u (164d) | [DFSH370004-BLAC-37] 2u (164d) | [DFSH321086-FBLA-36] 1u (522d) | [DFSH321086-FBLA-37] 2u (522d) | [DFSH321086-FBLA-38] 2u (522d) | [DFSH321086-FBLA-39] 2u (522d) | [DFSH321086-FBLA-40] 1u (522d) | [DFSH321086-FBLA-41] 1u (522d) | [DFSH384005-SILV-36] 1u (632d) | [DFSH384005-SILV-37] 2u (632d) | [DFSH384005-SILV-38] 2u (632d) | [DFSH384005-SILV-39] 2u (632d) | [DFSH384005-SILV-40] 1u (632d) | [DFSH384005-SILV-41] 1u (632d)
CLABD/Stock/StorageBD/CLA-072-06-01-02;BLACK;72;0.00;B+A;495;60;[DFSH397002-GOLD-36] 1u (296d) | [DFSH397002-GOLD-37] 2u (296d) | [DFSH397002-GOLD-38] 3u (296d) | [DFSH397002-GOLD-39] 3u (296d) | [DFSH397002-GOLD-40] 2u (296d) | [DFSH397002-GOLD-41] 1u (296d) | [DFSH397002-GOLD-36] 1u (296d) | [DFSH397002-GOLD-37] 2u (296d) | [DFSH397002-GOLD-38] 3u (296d) | [DFSH397002-GOLD-39] 3u (296d) | [DFSH397002-GOLD-40] 2u (296d) | [DFSH397002-GOLD-41] 1u (296d) | [DFSH397002-GOLD-36] 1u (296d) | [DFSH397002-GOLD-37] 2u (296d) | [DFSH397002-GOLD-38] 3u (296d) | [DFSH397002-GOLD-39] 3u (296d) | [DFSH397002-GOLD-40] 2u (296d) | [DFSH397002-GOLD-41] 1u (296d) | [DFSH370011-BLAC-36] 12u (495d) | [DFSH370005-CAME-36] 12u (383d) | [DFSH370003-TAUP-36] 12u (417d)
CLABD/Stock/StorageBD/CLA-072-07-01-01;BLACK;153;0.00;C+A+B+D;619;130;[DFSH392001-SILV-36] 1u (619d) | [DFSH392001-SILV-37] 2u (619d) | [DFSH392001-SILV-38] 3u (619d) | [DFSH392001-SILV-39] 3u (619d) | [DFSH392001-SILV-40] 2u (619d) | [DFSH392001-SILV-41] 1u (619d) | [DFSH392001-SILV-36] 1u (619d) | [DFSH392001-SILV-37] 2u (619d) | [DFSH392001-SILV-38] 3u (619d) | [DFSH392001-SILV-39] 3u (619d) | [DFSH392001-SILV-40] 2u (619d) | [DFSH392001-SILV-41] 1u (619d) | [DFSH392001-SILV-36] 1u (619d) | [DFSH392001-SILV-37] 2u (619d) | [DFSH392001-SILV-38] 3u (619d) | [DFSH392001-SILV-39] 3u (619d) | [DFSH392001-SILV-40] 2u (619d) | [DFSH392001-SILV-41] 1u (619d) | [DFSH392001-WHIT-36] 1u (619d) | [DFSH392001-WHIT-37] 2u (619d) | [DFSH392001-WHIT-38] 3u (619d) | [DFSH392001-WHIT-39] 3u (619d) | [DFSH392001-WHIT-40] 2u (619d) | [DFSH392001-WHIT-41] 1u (619d) | [DFSH392001-WHIT-36] 1u (619d) | [DFSH392001-WHIT-37] 2u (619d) | [DFSH392001-WHIT-38] 3u (619d) | [DFSH392001-WHIT-39] 3u (619d) | [DFSH392001-WHIT-40] 2u (619d) | [DFSH392001-WHIT-41] 1u (619d) | [DFSH392001-WHIT-36] 1u (619d) | [DFSH392001-WHIT-37] 2u (619d) | [DFSH392001-WHIT-38] 3u (619d) | [DFSH392001-WHIT-39] 3u (619d) | [DFSH392001-WHIT-40] 2u (619d) | [DFSH392001-WHIT-41] 1u (619d) | [DFSH392001-BLAC-36] 1u (619d) | [DFSH392001-BLAC-37] 2u (619d) | [DFSH392001-BLAC-38] 3u (619d) | [DFSH392001-BLAC-39] 3u (619d) | [DFSH392001-BLAC-40] 2u (619d) | [DFSH392001-BLAC-41] 1u (619d) | [DFSH392001-BLAC-36] 1u (619d) | [DFSH392001-BLAC-37] 2u (619d) | [DFSH392001-BLAC-38] 3u (619d) | [DFSH392001-BLAC-39] 3u (619d) | [DFSH392001-BLAC-40] 2u (619d) | [DFSH392001-BLAC-41] 1u (619d) | [DFSH392001-BLAC-36] 1u (619d) | [DFSH392001-BLAC-37] 2u (619d) | [DFSH392001-BLAC-38] 3u (619d) | [DFSH392001-BLAC-39] 3u (619d) | [DFSH392001-BLAC-40] 2u (619d) | [DFSH392001-BLAC-41] 1u (619d) | [DFSH392001-BLAC-36] 1u (619d) | [DFSH392001-BLAC-37] 2u (619d) | [DFSH392001-BLAC-38] 3u (619d) | [DFSH392001-BLAC-39] 3u (619d) | [DFSH392001-BLAC-40] 2u (619d) | [DFSH392001-BLAC-41] 1u (619d) | [DFSH369003-BLAC-38] 12u (521d) | [DFSH321086-OFFW-41] 1u (522d) | [DFSH321086-OFFW-42] 2u (522d) | [DFSH321086-OFFW-43] 3u (522d) | [DFSH321086-OFFW-44] 2u (522d) | [DFSH321086-OFFW-45] 1u (522d) | [DFSH370016-BEIG-40] 12u (141d)
CLABD/Stock/StorageBD/CLA-072-07-02-02;BLACK;84;0.00;A;395;70;[DFSH371004-TAN-40] 12u (395d) | [DFSH371004-TAN-40] 12u (395d) | [DFSH371004-TAN-40] 12u (395d) | [DFSH371004-TAN-40] 12u (395d) | [DFSH371004-TAN-36] 12u (395d) | [DFSH371004-TAN-36] 12u (395d) | [DFSH371004-TAN-36] 12u (395d)
CLABD/Stock/StorageBD/CLA-072-07-02-03;BLACK;72;0.00;B+A;522;60;[DFSH321089-GOLD-41] 12u (522d) | [DFSH321089-GOLD-41] 12u (522d) | [DFSH321089-GOLD-39] 12u (522d) | [DFSH321089-GOLD-39] 12u (522d) | [DFSH321089-GOLD-38] 12u (522d) | [DFSH321089-GOLD-38] 12u (522d)
CLABD/Stock/StorageBD/CLA-072-07-03-01;BLACK;135;0.00;A;478;20;[DFSH371006-BLAC-36] 14u (478d) | [DFSH371006-BLAC-37] 28u (478d) | [DFSH371006-BLAC-38] 28u (478d) | [DFSH371006-BLAC-39] 28u (478d) | [DFSH371006-BLAC-40] 14u (478d) | [DFSH371006-BLAC-41] 14u (478d) | [DFSH371006-BLAC-36] 1u (429d) | [DFSH371006-BLAC-37] 2u (429d) | [DFSH371006-BLAC-38] 2u (429d) | [DFSH371006-BLAC-39] 2u (429d) | [DFSH371006-BLAC-40] 1u (429d) | [DFSH371006-BLAC-41] 1u (429d)
CLABD/Stock/StorageBD/CLA-072-08-02-01;BLACK;168;0.00;A;703;160;[DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH370004-BLAC-38] 9u (703d) | [DFSH369003-BLAC-40] 12u (521d) | [DFSH369003-BLAC-40] 12u (521d) | [DFSH369003-BLAC-40] 12u (521d) | [DFSH369003-BLAC-40] 12u (521d) | [DFSH369003-BLAC-39] 12u (521d) | [DFSH369003-BLAC-37] 12u (521d) | [DFSH369003-BLAC-37] 12u (521d) | [DFSH369003-BLAC-36] 12u (521d)
